ID,y
608,102.79927
609,105.91834
610,96.58607
616,108.32242
617,94.477646
618,107.42252
620,107.02664
622,102.25645
623,88.83451
624,109.709946
626,112.8964
628,112.21121
629,96.998505
630,109.5172
637,91.699295
638,101.00429
643,105.92954
645,102.48504
646,111.861404
648,94.80791
652,100.73421
653,100.15211
654,107.820335
656,111.20512
657,104.79751
659,100.436424
660,109.247665
663,93.32961
664,110.328964
666,107.15127
668,104.934235
669,93.963394
671,94.85097
675,90.37155
677,96.748764
678,107.36453
679,103.881386
682,106.97819
685,107.65051
687,96.622765
688,95.05686
693,111.98003
696,99.01043
698,93.86225
701,101.56589
704,97.87201
705,116.99758
709,104.36358
710,98.55325
711,109.21522
712,98.98576
714,110.8947
715,90.572296
716,109.239944
717,94.45571
720,115.740616
721,93.35123
724,105.154305
725,95.17074
726,101.40441
728,109.660446
731,97.46532
734,111.300385
738,93.059715
745,106.25991
746,92.43289
751,78.247696
754,95.592445
756,98.8176
758,98.223694
759,109.37039
761,117.58826
766,99.62475
767,106.862206
768,88.86168
769,113.191925
770,97.982254
771,82.880486
772,108.14767
773,96.06125
774,103.325226
776,110.32017
777,104.53121
780,113.60288
782,105.62686
787,103.16305
788,95.07725
792,90.58726
793,113.44755
798,109.24587
800,91.27347
806,109.239944
809,111.07717
811,107.26427
812,95.51666
814,117.10755
816,109.939156
817,93.85878
818,108.208954
820,99.358444
823,95.22779
829,94.49066
830,112.90026
831,91.965805
834,109.995834
839,102.07313
841,83.31529
844,104.368744
845,94.82104
848,91.66051
850,117.82314
851,106.680435
852,97.03641
854,93.12038
855,103.69668
856,111.30662
859,102.26092
861,103.325226
864,92.70959
865,103.983574
866,91.998604
867,98.623665
869,96.43314
871,92.812935
872,109.239944
882,103.15366
883,93.480865
885,94.83202
888,98.80723
893,107.530266
901,107.573494
903,104.64724
904,93.4036
905,108.54469
910,100.08688
911,112.96869
914,110.38435
918,107.36098
921,91.88274
928,96.873955
929,109.2456
932,103.62367
933,95.722
934,100.08688
935,108.795494
937,79.90331
939,94.50815
940,105.71883
941,99.74352
942,105.595535
943,92.60199
944,105.01422
947,109.239944
949,109.11346
951,103.047874
952,94.61641
953,104.64724
954,77.14109
957,110.34985
959,89.73825
960,110.476204
963,117.10755
965,109.239944
967,108.709435
971,94.80877
972,77.53658
973,91.44162
974,110.43137
975,100.58861
978,106.90866
980,96.33911
981,94.06076
984,110.673
986,100.08688
988,88.86168
989,107.47646
990,106.45442
992,107.573494
996,103.70417
999,109.23701
1000,103.52522
1001,103.983574
1002,90.25234
1003,110.32017
1004,90.40625
1008,110.27535
1009,103.00883
1010,106.95548
1012,110.17226
1013,94.843216
1014,107.41441
1015,95.61132
1016,116.77137
1019,94.07842
1020,107.81524
1021,100.08688
1022,98.49855
1024,100.08688
1025,92.59543
1027,96.40962
1028,110.63754
1029,98.57761
1030,100.285866
1033,110.3673
1036,102.21169
1037,108.01822
1038,91.596214
1042,94.50815
1043,107.81357
1044,95.80458
1045,110.557396
1047,114.83542
1050,94.55627
1051,108.55447
1054,94.84442
1056,94.06076
1057,95.27882
1059,93.85138
1062,105.1558
1063,100.91762
1064,94.06076
1066,94.78289
1070,112.6474
1076,110.2491
1077,98.56538
1078,111.47043
1080,108.29
1082,100.67381
1083,99.16084
1089,105.74008
1091,98.80723
1093,96.330475
1097,94.46122
1099,96.767334
1101,99.88859
1103,101.3005
1104,111.36248
1106,106.01652
1109,93.27499
1110,109.91483
1111,107.96343
1112,109.812996
1114,94.50307
1116,96.0424
1117,109.12194
1120,101.03269
1124,111.29688
1125,94.66295
1126,113.51021
1134,107.43221
1137,91.211
1138,111.468216
1144,111.11801
1145,94.90981
1146,92.478424
1148,101.74254
1150,99.16982
1152,104.368744
1153,101.439705
1154,106.85905
1155,94.39156
1157,97.88481
1162,95.61673
1165,111.033775
1166,97.31164
1167,101.939255
1168,103.74999
1169,102.26092
1171,117.99959
1172,101.88582
1173,102.26092
1174,97.87851
1176,105.38439
1177,108.734505
1178,96.12874
1182,111.81632
1186,102.149826
1187,105.36922
1188,92.66926
1189,113.50686
1191,106.1266
1192,95.07714
1197,112.308556
1198,94.55902
1200,79.61074
1201,93.95846
1203,97.891235
1209,117.10755
1214,107.600426
1218,110.936295
1222,98.10701
1226,97.247406
1228,96.727516
1230,103.39652
1232,78.814354
1233,108.46949
1236,112.84688
1238,101.40242
1241,111.11801
1244,99.14696
1246,101.78115
1247,100.20356
1250,104.76567
1251,98.99194
1254,105.441925
1255,98.44354
1256,109.645164
1257,97.78911
1258,111.459595
1259,112.31307
1260,94.00212
1263,112.38256
1267,79.98078
1268,109.170715
1271,96.66008
1272,108.07401
1274,105.32416
1275,95.61673
1276,109.09821
1277,90.25377
1279,92.478424
1281,98.3489
1282,92.66926
1283,106.10307
1285,105.18888
1286,94.71088
1289,112.27099
1296,97.87413
1299,102.090576
1301,103.70417
1306,89.49523
1307,95.689514
1308,93.70857
1313,109.09821
1314,95.48746
1315,109.91483
1316,92.800674
1317,108.620415
1319,92.52707
1323,106.77558
1324,108.81196
1325,96.4341
1328,102.80928
1329,91.6949
1330,103.325226
1331,99.92629
1332,104.54992
1337,101.599335
1338,99.21751
1339,92.4713
1340,102.0542
1343,107.92923
1347,110.171005
1348,97.264275
1349,107.78598
1352,94.132195
1354,103.791245
1359,111.2767
1360,101.31311
1363,108.66489
1364,99.57139
1365,104.03968
1366,101.788506
1372,98.92002
1375,99.123276
1376,97.61959
1378,95.96704
1379,108.49173
1380,101.56679
1381,102.02541
1384,109.472755
1387,100.615326
1388,106.79114
1392,75.65541
1394,102.17508
1395,94.46393
1396,109.73349
1398,96.47358
1399,109.73349
1400,91.417
1401,92.648926
1403,101.3955
1404,97.84867
1406,109.73349
1407,94.194336
1408,111.91883
1410,80.52723
1412,109.328255
1413,93.321724
1415,96.630424
1420,111.91883
1422,110.47525
1423,100.53726
1424,111.91883
1425,98.6467
1426,80.52723
1427,102.19557
1429,94.883156
1430,108.82804
1431,103.487564
1432,100.438515
1434,109.22687
1437,94.30232
1438,104.47189
1440,109.583015
1441,106.41171
1442,95.348915
1444,107.60485
1445,96.712204
1446,104.96311
1448,93.605545
1453,92.9843
1454,109.328255
1455,93.09892
1456,106.90662
1458,109.328255
1459,95.08993
1461,96.70896
1465,100.615326
1466,110.382515
1469,106.99543
1472,92.9843
1474,96.6714
1477,108.51175
1479,106.55738
1482,109.51028
1483,78.00509
1487,94.6597
1488,105.38464
1490,115.1795
1492,105.11776
1494,117.9733
1496,98.71658
1497,98.21027
1499,104.16448
1502,94.01005
1507,103.63395
1508,94.132195
1509,103.34015
1511,92.779724
1512,107.72711
1513,117.35914
1514,99.78936
1518,112.42538
1519,91.526085
1522,111.58338
1524,78.1548
1527,95.348915
1529,94.88671
1532,106.40117
1536,113.086716
1537,116.96771
1539,101.80103
1542,111.49558
1543,97.61959
1544,105.10103
1545,80.09172
1550,94.58033
1551,102.791145
1554,114.71072
1556,109.46053
1559,94.36565
1560,77.88432
1562,98.90929
1566,91.612785
1567,111.639565
1569,105.16015
1570,109.828476
1571,108.64077
1574,94.132195
1578,107.15448
1580,93.094666
1583,104.89448
1584,94.132195
1585,106.91622
1586,103.741234
1587,112.62176
1588,95.84992
1590,116.142944
1592,104.38455
1596,95.54881
1598,106.27701
1599,95.59936
1604,108.51276
1606,102.36675
1607,93.321724
1608,99.74854
1609,117.01143
1611,96.91572
1613,95.82946
1616,98.07572
1619,108.342995
1620,93.755455
1621,112.02812
1622,98.89014
1625,108.75249
1627,117.01143
1629,102.81144
1634,98.35053
1636,95.37964
1638,108.58294
1639,97.76509
1641,101.68482
1643,95.051926
1644,103.09104
1645,117.86784
1646,104.28369
1647,113.203
1648,95.94195
1652,93.094666
1653,113.63361
1656,96.10239
1658,95.59936
1659,108.9161
1661,101.82379
1663,93.321724
1664,104.781075
1665,95.45293
1666,109.46053
1667,101.13049
1668,78.8462
1669,102.339836
1670,95.23449
1672,112.867714
1674,104.71038
1677,105.38464
1678,92.72045
1679,111.39301
1680,100.63443
1683,110.31276
1686,103.849304
1687,110.26479
1689,106.53533
1690,96.11455
1691,115.86055
1692,113.4999
1693,94.132195
1695,96.50921
1696,92.9843
1697,108.90369
1700,109.46053
1701,96.96148
1702,112.60431
1703,92.375465
1704,105.34146
1706,95.27647
1707,109.35577
1708,96.92147
1710,92.59832
1711,105.86987
1713,101.25532
1717,109.11099
1719,107.15448
1720,96.32007
1722,95.25574
1725,104.527756
1726,96.387695
1727,101.15426
1729,105.02812
1730,91.05018
1731,107.51603
1733,109.46053
1734,95.0962
1735,110.47525
1738,95.82946
1742,103.96978
1745,104.71038
1747,95.221985
1749,100.66011
1751,97.59736
1752,77.91112
1753,103.66396
1754,95.692085
1755,94.46071
1756,102.42844
1758,106.208954
1759,93.09892
1760,106.77856
1761,108.59276
1762,91.83537
1763,105.955765
1764,109.282845
1766,101.60046
1768,92.64996
1769,80.42796
1771,108.31681
1772,97.465294
1773,109.455986
1774,99.150764
1775,108.613594
1777,111.44112
1779,93.09892
1780,107.08124
1787,92.375465
1788,94.987686
1790,95.9077
1796,112.71578
1801,91.107216
1803,94.057884
1807,112.20047
1809,106.0745
1812,97.2341
1813,109.25733
1814,101.917076
1815,110.18287
1816,96.19229
1818,94.039185
1820,91.84586
1821,115.98893
1822,95.47391
1825,96.2512
1826,106.62845
1828,96.02151
1831,103.90214
1836,100.86794
1837,95.903854
1841,96.6714
1844,103.21864
1848,91.32045
1851,101.80103
1852,94.46146
1853,94.594444
1854,97.47707
1856,103.47146
1859,106.0745
1860,97.863815
1861,78.06414
1863,110.471634
1865,96.71593
1866,104.15259
1867,95.63768
1868,92.761154
1872,95.45858
1879,97.85457
1880,107.3949
1882,97.46235
1885,110.09174
1887,104.310455
1888,94.93005
1890,103.742325
1894,96.850044
1895,102.26312
1896,93.55814
1897,108.77551
1900,109.76817
1901,94.36565
1902,106.87134
1905,98.66289
1906,107.648476
1912,106.93611
1915,96.08641
1916,107.59829
1917,93.80113
1918,104.22318
1920,78.90502
1923,100.86611
1924,103.12086
1925,96.387695
1930,117.01143
1932,113.6471
1933,111.26505
1934,110.455505
1935,94.07967
1940,80.52723
1941,97.78352
1942,116.17702
1943,104.929474
1944,93.09733
1945,101.55598
1948,116.96771
1949,92.38397
1952,99.35205
1954,93.97621
1955,116.43213
1958,96.345184
1959,84.49575
1960,105.955765
1963,96.337234
1965,102.910416
1968,103.18831
1969,99.57139
1971,96.42659
1972,111.179344
1973,93.01772
1975,91.85887
1977,101.678276
1978,96.98993
1979,108.93836
1981,92.54577
1982,110.17139
1987,110.727936
1988,91.612785
1993,104.266495
1997,92.77793
1999,95.85615
2001,95.67348
2002,115.72084
2003,99.39963
2004,78.07285
2006,111.82499
2007,94.46614
2009,106.77856
2010,93.49676
2013,102.37536
2018,78.57092
2022,98.29151
2024,107.1174
2025,96.58788
2026,104.14632
2030,106.4982
2031,95.46015
2032,106.93611
2033,96.12591
2035,98.9948
2036,113.52069
2037,93.48454
2040,95.68412
2043,109.89607
2044,128.36873
2046,106.469574
2054,109.175026
2055,94.9224
2056,107.08124
2059,94.43879
2060,94.36565
2062,92.91629
2063,109.08456
2066,96.850044
2067,115.18874
2072,101.14057
2073,107.761
2074,107.757126
2075,99.88786
2076,96.72343
2080,95.767235
2082,94.36565
2085,99.630875
2087,107.68486
2091,108.120285
2092,95.745415
2093,107.08124
2098,100.96358
2101,105.955765
2102,93.97288
2103,80.52723
2105,103.84603
2106,93.896774
2107,100.770615
2110,96.886116
2114,98.32311
2115,113.519966
2117,86.95354
2118,96.39056
2119,105.873375
2120,96.46631
2122,102.954506
2123,112.93377
2126,94.475044
2127,107.64999
2128,96.56047
2129,109.54564
2132,110.71392
2135,105.69728
2138,103.55266
2139,117.01143
2141,110.83979
2142,94.3973
2146,97.51543
2151,110.66089
2157,105.26164
2159,100.744705
2162,92.56836
2164,116.941574
2167,95.20117
2168,110.31711
2171,97.88087
2173,95.17975
2174,104.61721
2175,95.506805
2178,93.715294
2180,96.312935
2185,111.00426
2189,93.86176
2190,112.19644
2192,102.765114
2194,112.789474
2200,104.22995
2201,98.39178
2203,108.53128
2204,97.24511
2205,110.197975
2209,109.563866
2213,103.1778
2214,93.8011
2215,108.72073
2216,98.506454
2218,94.86068
2219,110.23895
2220,101.95579
2222,98.1883
2223,104.85094
2225,110.61123
2226,94.18921
2230,100.85365
2233,111.52451
2234,107.08018
2235,97.24511
2236,77.21274
2237,92.34076
2240,116.14879
2241,96.016304
2248,104.19198
2249,96.67003
2250,101.49234
2252,110.53846
2253,99.57892
2254,111.48536
2256,79.53153
2258,94.32324
2259,101.69339
2262,96.9768
2265,94.25703
2266,103.740105
2269,99.74059
2271,104.12607
2273,95.109024
2274,108.38869
2275,98.158394
2277,98.11129
2279,97.24511
2280,77.04325
2282,96.312935
2283,102.261894
2288,96.60104
2289,107.34801
2291,96.014084
2292,117.67847
2297,108.85255
2298,106.14931
2299,98.175735
2300,111.42298
2301,92.71639
2304,94.24488
2305,101.80094
2306,96.9768
2308,94.492386
2309,101.05908
2311,104.42074
2312,100.42363
2316,103.30665
2321,104.13719
2322,106.67583
2325,105.945885
2326,93.52462
2329,117.67847
2330,98.69479
2331,101.71184
2332,110.93218
2333,96.9768
2334,104.15701
2335,111.21236
2337,105.590324
2338,102.96099
2340,110.93218
2342,100.22374
2345,92.73174
2349,95.10137
2351,78.25386
2352,95.58122
2354,109.47835
2355,113.049255
2357,110.61123
2358,96.53842
2360,95.171684
2361,109.47835
2364,95.297554
2366,99.13611
2369,99.22956
2370,95.273254
2371,110.96141
2373,102.34489
2374,105.76441
2376,112.58588
2378,106.88742
2382,103.66724
2383,93.21237
2386,107.802826
2387,99.895096
2389,98.387665
2390,104.80222
2392,93.28006
2398,110.93218
2399,94.583565
2400,98.797455
2401,110.148125
2402,97.01128
2404,99.45402
2407,103.21327
2408,100.60051
2409,104.74102
2412,85.568855
2413,101.35375
2415,94.2235
2420,101.41217
2422,99.35384
2423,103.665794
2426,93.914795
2432,98.883064
2434,91.58326
2435,95.81492
2436,109.71151
2438,105.87654
2440,106.36078
2443,101.52978
2444,91.55046
2447,104.19198
2450,94.52145
2454,104.22028
2455,108.24634
2459,96.9768
2460,102.94322
2463,96.98681
2465,97.751015
2468,80.52723
2469,96.24595
2474,95.6622
2478,94.85032
2480,90.332954
2481,116.14879
2489,96.312935
2490,101.57936
2492,94.751724
2496,96.9768
2497,99.88187
2500,95.83022
2505,95.810875
2507,99.16706
2508,110.197975
2509,94.8643
2510,77.17085
2513,91.232605
2515,96.312935
2518,93.21237
2519,103.86745
2520,93.21237
2521,107.7233
2523,100.7407
2525,96.90984
2529,110.197975
2530,96.40959
2533,104.929344
2535,92.11627
2538,100.0369
2544,106.71751
2553,110.54953
2556,93.77127
2558,92.37918
2559,111.09768
2560,94.49857
2561,108.496605
2562,97.39806
2563,106.715744
2564,91.05921
2565,112.0799
2567,99.19465
2572,94.22794
2575,97.28593
2576,113.25505
2577,96.45501
2578,97.44632
2579,109.03203
2580,93.32644
2582,104.02422
2583,92.320114
2587,90.76369
2589,109.17536
2590,97.10654
2591,110.197975
2594,97.235435
2597,96.671135
2598,105.36039
2599,95.4104
2600,99.70644
2602,116.262245
2603,94.22794
2604,97.3367
2606,100.63948
2607,77.91112
2608,101.049614
2613,110.197975
2614,102.01734
2615,111.49045
2617,109.24245
2620,101.0472
2623,108.11102
2624,98.72514
2627,110.197975
2629,77.91112
2630,95.18251
2632,101.86957
2636,95.86635
2639,105.270836
2640,109.224915
2642,110.197975
2644,107.649925
2646,99.13239
2647,97.31306
2649,93.6918
2650,102.76982
2652,108.52978
2653,98.130844
2655,101.41407
2657,111.48757
2659,107.42515
2662,93.02064
2663,116.14879
2664,96.038124
2665,101.98312
2670,98.65782
2671,108.19427
2672,91.14829
2675,108.52978
2677,109.778015
2679,99.452545
2683,108.37126
2684,96.959755
2685,104.91904
2688,108.15995
2689,103.99067
2690,103.1251
2693,103.11932
2694,107.96665
2697,104.43552
2699,95.854
2703,94.47499
2705,107.0958
2709,84.19203
2710,94.518524
2711,108.33731
2712,96.95301
2713,98.44978
2714,108.586365
2715,97.8228
2717,93.78585
2718,110.60149
2720,106.96399
2721,96.3503
2726,102.334526
2728,91.4867
2731,104.42083
2732,110.136635
2734,96.08483
2736,103.15766
2737,96.57298
2738,104.67955
2739,100.34068
2746,95.27076
2749,105.60741
2751,118.3599
2752,101.5201
2753,97.03291
2757,101.85972
2758,95.76617
2759,108.92243
2760,101.91087
2762,110.91475
2764,93.44804
2765,107.93254
2769,106.90204
2771,105.97037
2774,93.60366
2776,93.27056
2777,98.92573
2778,96.64085
2779,105.808
2782,93.60809
2784,93.92513
2787,95.26518
2789,96.67107
2792,97.83195
2798,94.83152
2799,101.56153
2800,95.688866
2801,77.58191
2802,94.91257
2804,97.283615
2807,104.03968
2808,100.344826
2809,100.97936
2811,116.95406
2812,95.6374
2814,93.484825
2816,98.83657
2817,109.42762
2818,100.35623
2820,101.40786
2821,84.40613
2822,97.846275
2823,110.5935
2824,96.55385
2826,97.19382
2829,97.59341
2834,96.94954
2835,79.25108
2838,94.763504
2839,109.59798
2840,91.9064
2841,105.16246
2842,96.9768
2846,113.09021
2848,101.32523
2849,93.77867
2850,108.586365
2851,93.01961
2853,97.77862
2854,110.197975
2858,100.50354
2861,104.20611
2864,94.783264
2865,116.14879
2866,103.02209
2867,91.785576
2868,113.46521
2870,108.102
2877,100.35299
2878,110.197975
2880,112.875015
2882,77.793564
2883,97.63986
2884,104.09984
2885,97.66976
2887,96.312935
2888,109.41523
2889,91.52552
2890,104.96311
2891,103.36339
2892,117.088356
2893,93.74189
2898,107.339264
2899,99.83859
2900,109.441536
2901,93.45103
2909,105.74658
2910,112.20082
2911,119.813286
2913,97.28845
2914,104.263336
2918,97.62914
2919,108.11015
2920,92.156685
2921,110.197975
2922,99.502655
2923,101.94596
2925,108.70636
2926,93.32644
2927,110.164215
2929,113.478165
2933,95.85119
2934,106.40555
2936,100.81595
2941,97.40957
2942,95.74302
2943,109.22513
2945,102.46961
2950,95.224075
2951,108.206024
2953,106.70599
2954,99.995636
2955,106.31629
2956,101.25662
2960,105.39732
2962,97.14119
2963,104.40465
2964,106.13794
2966,77.04325
2967,96.03508
2968,98.220146
2969,91.556
2971,92.5451
2972,107.957245
2974,94.90991
2975,106.98641
2977,117.9733
2980,108.22238
2981,89.423454
2983,101.90477
2984,99.16149
2985,117.67847
2986,97.361145
2987,107.957245
2989,97.75352
2990,107.85978
2991,112.9205
2992,80.42796
2995,104.43552
2996,98.350395
3002,112.26049
3004,108.82345
3005,118.4644
3006,95.56407
3010,98.3228
3011,103.93866
3014,93.32644
3015,95.310196
3016,94.30232
3017,100.08261
3018,93.935036
3021,103.43879
3024,105.36039
3028,97.53329
3030,95.21252
3032,93.36842
3039,94.75146
3040,104.14479
3041,98.62033
3043,109.120514
3044,113.50749
3046,105.75602
3055,96.292625
3056,109.38292
3058,93.278404
3059,106.38201
3061,116.96771
3063,106.39067
3066,94.755745
3067,105.36039
3068,77.397736
3069,96.3503
3072,116.50425
3073,112.83183
3074,95.60876
3077,96.7781
3082,101.23239
3084,104.43552
3085,102.12984
3088,107.649925
3091,95.871475
3092,111.79769
3093,99.30311
3094,104.42083
3096,110.455505
3097,91.11211
3098,78.47834
3102,116.87701
3106,93.994705
3109,95.834625
3111,94.19974
3112,118.4644
3113,96.58524
3115,101.14057
3116,106.17071
3117,97.58298
3121,103.45542
3122,95.052376
3123,95.73074
3124,101.51453
3125,94.30232
3126,100.23574
3127,115.86055
3129,92.810165
3130,113.71971
3132,107.24351
3134,108.05903
3135,104.97132
3137,76.107346
3138,124.129654
3140,106.36051
3144,105.336555
3145,105.13184
3146,111.49045
3147,96.01438
3148,103.36577
3149,105.76238
3150,111.81602
3151,96.54125
3152,96.08374
3155,100.988945
3156,108.586365
3159,92.918816
3161,98.866745
3162,107.55512
3163,95.32983
3165,102.22921
3172,103.29303
3173,99.130806
3176,92.06615
3177,107.415985
3179,106.98641
3183,93.77907
3186,94.88022
3187,98.53203
3189,106.52667
3190,97.780594
3192,115.86055
3193,103.29303
3194,112.72113
3197,95.8354
3198,96.407845
3200,101.26272
3201,118.455315
3202,96.407845
3204,95.810875
3205,93.2153
3206,105.05114
3208,104.28629
3210,103.21369
3211,100.38538
3212,116.96771
3213,98.15513
3214,105.001045
3216,104.96311
3219,93.772095
3220,110.89541
3221,96.58524
3226,107.78853
3227,106.27274
3228,97.92747
3229,98.37043
3232,80.52723
3233,94.17002
3234,96.27329
3236,99.387634
3238,110.43741
3239,109.58485
3240,93.42399
3247,109.36202
3249,104.96001
3252,110.75935
3253,98.424446
3254,104.52202
3255,100.205864
3256,109.40801
3257,95.325745
3262,104.28631
3263,108.52978
3264,101.25662
3266,112.78103
3267,101.791245
3269,97.91373
3272,117.67847
3274,95.8354
3275,105.06758
3277,101.90556
3279,99.02901
3280,107.25009
3283,95.29775
3285,96.312935
3287,103.451126
3288,105.36039
3290,100.14012
3291,92.21744
3298,107.83943
3299,95.89361
3302,106.41039
3303,94.93336
3304,104.139145
3307,94.70393
3309,98.187965
3314,77.06779
3316,110.463554
3317,97.97803
3319,95.7479
3320,108.10335
3321,95.32302
3322,102.45194
3324,93.0173
3326,96.18389
3329,100.660774
3330,91.13995
3331,111.85974
3335,117.088356
3337,96.810814
3338,98.65281
3339,98.07389
3340,112.2004
3341,96.37599
3343,94.29392
3346,92.6739
3348,92.40776
3351,105.27066
3352,117.578224
3355,91.701645
3356,110.320724
3358,105.15776
3359,93.88923
3360,102.40197
3371,96.46605
3372,95.81725
3374,96.415794
3377,108.06731
3378,92.41883
3380,107.0125
3382,100.76972
3386,97.28257
3389,102.18272
3391,106.13528
3393,96.73164
3394,106.898254
3395,93.69274
3397,110.197975
3398,103.13308
3399,83.08713
3400,94.94046
3404,104.63553
3407,111.14307
3409,101.25532
3419,101.69827
3421,98.30927
3425,94.69341
3427,81.20735
3428,117.67847
3429,107.95171
3431,96.69358
3435,93.725105
3436,109.12748
3439,97.08673
3441,101.66782
3442,117.67847
3443,101.96007
3444,105.32646
3445,93.99607
3446,107.27691
3449,94.36565
3453,97.34933
3457,102.26225
3460,103.15766
3461,106.09619
3462,93.14028
3464,106.39067
3465,77.397736
3466,95.75998
3467,104.699776
3468,97.02267
3469,102.81958
3470,95.52499
3472,110.197975
3473,99.62304
3475,94.458374
3476,108.891235
3478,106.45738
3479,94.38637
3483,94.88769
3484,107.53899
3485,100.93769
3487,94.67234
3488,107.922935
3496,111.768845
3497,99.45684
3499,103.487564
3500,77.1099
3501,97.496994
3504,92.91074
3508,102.063805
3511,95.88164
3512,109.40008
3515,92.23653
3517,95.292725
3518,96.818695
3526,107.782196
3528,114.044914
3529,99.803474
3530,116.18125
3531,92.694695
3532,102.9591
3533,96.14646
3534,94.97207
3535,77.42156
3536,98.733894
3537,110.91951
3538,92.08719
3539,102.14355
3540,103.131905
3545,107.31367
3546,92.229355
3550,108.258835
3551,103.78098
3553,96.46657
3554,103.15766
3557,92.269226
3558,108.992455
3559,94.36565
3561,92.20366
3562,110.197975
3563,96.466156
3564,105.27066
3565,93.99607
3567,94.621895
3571,105.27066
3572,98.13575
3574,109.93499
3576,95.995125
3577,105.90966
3578,95.11521
3579,94.22077
3583,95.010414
3585,103.22708
3586,105.79755
3587,112.6799
3593,93.57983
3594,104.20467
3595,94.86917
3599,95.95049
3600,105.44842
3601,110.197975
3602,94.36565
3604,99.04897
3609,118.44159
3610,107.05249
